PATHWAY_URI	DISPLAY_NAME	DIRECT_SUB_PATHWAY_URIS	ALL_SUB_PATHWAY_URIS
http://bioregistry.io/reactome:R-HSA-9032500	Activated NTRK2 signals through FYN	http://bioregistry.io/reactome:R-HSA-9032759;	http://bioregistry.io/reactome:R-HSA-9032759;
http://bioregistry.io/reactome:R-HSA-9032759	NTRK2 activates RAC1		
http://bioregistry.io/reactome:R-HSA-9032845	Activated NTRK2 signals through CDK5		
inoh:id1830192350_Signaling_with_Wnt__in_posterior_side_of_EMS_cell_	Signaling with Wnt (in posterior side of EMS cell) ( C. elegans endoderm induction Wnt signaling pathway Diagram )		
http://bioregistry.io/reactome:R-HSA-9033241	Peroxisomal protein import	http://bioregistry.io/reactome:R-HSA-9033500;	http://bioregistry.io/reactome:R-HSA-9033500;
http://bioregistry.io/reactome:R-HSA-9033500	TYSND1 cleaves peroxisomal proteins		
http://bioregistry.io/reactome:R-HSA-9033807	ABO blood group biosynthesis		
http://bioregistry.io/reactome:R-HSA-9033658	Blood group systems biosynthesis	http://bioregistry.io/reactome:R-HSA-9033807;http://bioregistry.io/reactome:R-HSA-9037629;http://bioregistry.io/reactome:R-HSA-9037628;	http://bioregistry.io/reactome:R-HSA-9033807;http://bioregistry.io/reactome:R-HSA-9037629;http://bioregistry.io/reactome:R-HSA-9037628;
inoh:id1293865866_IL_13_signaling_pathway_JAK1_TYK2_STAT6_	IL-13 signaling pathway(JAK1 TYK2 STAT6) ( IL-13 signaling(JAK1 TYK2 STAT6) )		
http://bioregistry.io/reactome:R-HSA-9034013	NTF3 activates NTRK3 signaling		
http://bioregistry.io/reactome:R-HSA-9034015	Signaling by NTRK3 (TRKC)	http://bioregistry.io/reactome:R-HSA-9034793;http://bioregistry.io/reactome:R-HSA-9034864;http://bioregistry.io/reactome:R-HSA-9603381;http://bioregistry.io/reactome:R-HSA-9034013;http://bioregistry.io/reactome:R-HSA-9603505;	http://bioregistry.io/reactome:R-HSA-9034793;http://bioregistry.io/reactome:R-HSA-9034864;http://bioregistry.io/reactome:R-HSA-9603381;http://bioregistry.io/reactome:R-HSA-9034013;http://bioregistry.io/reactome:R-HSA-9603505;
http://bioregistry.io/reactome:R-HSA-9034864	Activated NTRK3 signals through RAS		
biofactoid:30d204b7-44b3-4603-a6af-05342910c1c7	Cytosolic sequestration of spatacsin by Protein Kinase A and 14-3-3 proteins.		
http://bioregistry.io/reactome:R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	http://bioregistry.io/reactome:R-HSA-2644606;	http://bioregistry.io/reactome:R-HSA-2644606;
http://bioregistry.io/reactome:R-HSA-2644603	Signaling by NOTCH1 in Cancer	http://bioregistry.io/reactome:R-HSA-2644605;http://bioregistry.io/reactome:R-HSA-2660825;http://bioregistry.io/reactome:R-HSA-2644602;http://bioregistry.io/reactome:R-HSA-2691230;http://bioregistry.io/reactome:R-HSA-2894858;	http://bioregistry.io/reactome:R-HSA-2644605;http://bioregistry.io/reactome:R-HSA-2644606;http://bioregistry.io/reactome:R-HSA-2660826;http://bioregistry.io/reactome:R-HSA-2644607;http://bioregistry.io/reactome:R-HSA-2894862;http://bioregistry.io/reactome:R-HSA-2660825;http://bioregistry.io/reactome:R-HSA-2644602;http://bioregistry.io/reactome:R-HSA-2691230;http://bioregistry.io/reactome:R-HSA-2691232;http://bioregistry.io/reactome:R-HSA-2894858;
http://bioregistry.io/reactome:R-HSA-2644605	FBXW7 Mutants and NOTCH1 in Cancer	http://bioregistry.io/reactome:R-HSA-2644607;	http://bioregistry.io/reactome:R-HSA-2644607;
http://bioregistry.io/reactome:R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants		
http://bioregistry.io/reactome:R-HSA-2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling		
http://bioregistry.io/reactome:R-HSA-9034793	Activated NTRK3 signals through PLCG1		
http://bioregistry.io/reactome:R-HSA-9035034	RHOF GTPase cycle		
biofactoid:1b6e93bc-2997-44b4-b4a7-eb454d912388	Negative regulator of E2F transcription factors links cell cycle checkpoint and DNA damage repair.		
http://bioregistry.io/reactome:R-HSA-9035968	Defective GGT1 in aflatoxin detoxification causes GLUTH		
biofactoid:6eecb0a1-3340-4ad8-b365-ee2e1cad4bdf	EGFR-upregulated LIFR promotes SUCLG2-dependent castration resistance and neuroendocrine differentiation of prostate cancer.		
http://bioregistry.io/reactome:R-HSA-9036092	Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)		
biofactoid:cf2b342a-8095-4ff1-ab70-5cb22f8270b7	PRRG4 promotes breast cancer metastasis through the recruitment of NEDD4 and downregulation of Robo1.		
http://bioregistry.io/reactome:R-HSA-9036866	Expression and Processing of Neurotrophins	http://bioregistry.io/reactome:R-HSA-167060;	http://bioregistry.io/reactome:R-HSA-167060;
biofactoid:d04124b2-a757-44b1-b5d3-db7c5424895e	KIF5B transports BNIP-2 to regulate p38 mitogen-activated protein kinase activation and myoblast differentiation.		
http://bioregistry.io/reactome:R-HSA-9037629	Lewis blood group biosynthesis		
http://bioregistry.io/reactome:R-HSA-9037628	Rhesus blood group biosynthesis		
biofactoid:aeca6f50-c346-418d-85f4-4497b0602cb0	Cdk5 Directly Targets Nuclear p21CIP1 and Promotes Cancer Cell Growth.		
biofactoid:aa2df9eb-76fc-44aa-8aba-895258fca2a4	Epigenetic regulator Stuxnet modulates octopamine effect on sleep through a Stuxnet-Polycomb-Octβ2R cascade.		
http://bioregistry.io/reactome:R-HSA-9748787	Azathioprine ADME		
http://bioregistry.io/reactome:R-HSA-9748784	Drug ADME	http://bioregistry.io/reactome:R-HSA-9755088;http://bioregistry.io/reactome:R-HSA-9748787;http://bioregistry.io/reactome:R-HSA-9749641;http://bioregistry.io/reactome:R-HSA-9757110;http://bioregistry.io/reactome:R-HSA-9793528;http://bioregistry.io/reactome:R-HSA-9754706;http://bioregistry.io/reactome:R-HSA-2161522;http://bioregistry.io/reactome:R-HSA-9753281;	http://bioregistry.io/reactome:R-HSA-2161541;http://bioregistry.io/reactome:R-HSA-9755088;http://bioregistry.io/reactome:R-HSA-9748787;http://bioregistry.io/reactome:R-HSA-9749641;http://bioregistry.io/reactome:R-HSA-2161517;http://bioregistry.io/reactome:R-HSA-9757110;http://bioregistry.io/reactome:R-HSA-9793528;http://bioregistry.io/reactome:R-HSA-9754706;http://bioregistry.io/reactome:R-HSA-2161522;http://bioregistry.io/reactome:R-HSA-9753281;
inoh:id89642215_Rap1_activation_signaling__through_cAMP__PKA__Cbl_and_C3G_	Rap1 activation signaling (through cAMP, PKA, Cbl and C3G) ( GPCR Adenosine A2A receptor signaling pathway )		
biofactoid:1887c774-726c-4083-9407-bd883478de8e	A novel WEE1 pathway for replication stress responses.		
http://bioregistry.io/reactome:R-HSA-9749641	Aspirin ADME		
http://bioregistry.io/reactome:R-HSA-3232118	SUMOylation of transcription factors		
http://bioregistry.io/reactome:R-HSA-3232142	SUMOylation of ubiquitinylation proteins		
panther:_Actin_polymerization_s271_a455_	Actin polymerization		
inoh:id762474006_AKT_PKB__FOXO_signaling	AKT(PKB)-FOXO signaling ( Insulin receptor signaling (Mammal) )		inoh:id1778956664_Gene_expression_of_MAFbx_by_FOXO;inoh:id145316309_Negative_regulation_of_gene_expression;
inoh:id32892790_ATP___dGMP___ADP___dGDP	ATP + dGMP = ADP + dGDP ( Purine nucleotides and Nucleosides metabolism )		
inoh:id1325441444_NAD____Dihydro_lipoamide___NADH___Lipoamide	NAD+ + Dihydro-lipoamide = NADH + Lipoamide ( Pyruvate metabolism )		
inoh:id343773780_Gene_expression_of_Mkp3	Gene expression of Mkp3 ( FGF signaling pathway )		
biofactoid:108b5ac3-0ee4-46ca-be39-286aca02f17f	The role of USP7 in the Shoc2-ERK1/2 signaling axis and Noonan-like syndrome with loose anagen hair.		
biofactoid:5e112a47-80ba-4222-8c7b-b0dc0b167676	Amelioration of non-alcoholic fatty liver disease by targeting adhesion G protein-coupled receptor F1 (Adgrf1).		
biofactoid:d860cd6e-81e1-4568-964a-9fb997fa08a5	Mitochondrial uncoupling protein 1 antagonizes atherosclerosis by blocking NLRP3 inflammasome-dependent interleukin-1β production.		
http://bioregistry.io/reactome:R-HSA-4687000	Defective MPDU1 causes CDG-1f		
http://bioregistry.io/reactome:R-HSA-210455	Astrocytic Glutamate-Glutamine Uptake And Metabolism		
biofactoid:253f4d4b-4f18-411b-867d-a3823a1785f0	Rac1-PAK1 regulation of Rab11 cycling promotes junction destabilization.		
http://bioregistry.io/reactome:R-HSA-210746	Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells		
http://bioregistry.io/reactome:R-HSA-210747	Regulation of gene expression in early pancreatic precursor cells		
http://bioregistry.io/reactome:R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells		
http://bioregistry.io/reactome:R-HSA-210745	Regulation of gene expression in beta cells	http://bioregistry.io/reactome:R-HSA-211163;	http://bioregistry.io/reactome:R-HSA-211163;
http://bioregistry.io/reactome:R-HSA-210500	Glutamate Neurotransmitter Release Cycle		
http://bioregistry.io/reactome:R-HSA-3238698	WNT ligand biogenesis and trafficking		
http://bioregistry.io/reactome:R-HSA-210993	Tie2 Signaling		
http://bioregistry.io/reactome:R-HSA-210991	Basigin interactions		
http://bioregistry.io/reactome:R-HSA-210990	PECAM1 interactions		
http://bioregistry.io/reactome:R-HSA-211728	Regulation of PAK-2p34 activity by PS-GAP/RHG10		
http://bioregistry.io/reactome:R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation		
http://bioregistry.io/reactome:R-HSA-211736	Stimulation of the cell death response by PAK-2p34		
http://bioregistry.io/reactome:R-HSA-211945	Phase I - Functionalization of compounds	http://bioregistry.io/reactome:R-HSA-71384;http://bioregistry.io/reactome:R-HSA-8937144;http://bioregistry.io/reactome:R-HSA-140179;http://bioregistry.io/reactome:R-HSA-211897;http://bioregistry.io/reactome:R-HSA-140180;http://bioregistry.io/reactome:R-HSA-217271;	http://bioregistry.io/reactome:R-HSA-8937144;http://bioregistry.io/reactome:R-HSA-140179;http://bioregistry.io/reactome:R-HSA-141334;http://bioregistry.io/reactome:R-HSA-211958;http://bioregistry.io/reactome:R-HSA-211916;http://bioregistry.io/reactome:R-HSA-211999;http://bioregistry.io/reactome:R-HSA-211976;http://bioregistry.io/reactome:R-HSA-211957;http://bioregistry.io/reactome:R-HSA-211935;http://bioregistry.io/reactome:R-HSA-211979;http://bioregistry.io/reactome:R-HSA-71384;http://bioregistry.io/reactome:R-HSA-211994;http://bioregistry.io/reactome:R-HSA-211897;http://bioregistry.io/reactome:R-HSA-140180;http://bioregistry.io/reactome:R-HSA-211981;http://bioregistry.io/reactome:R-HSA-141333;http://bioregistry.io/reactome:R-HSA-217271;
http://bioregistry.io/reactome:R-HSA-211957	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2		
http://bioregistry.io/reactome:R-HSA-211958	Miscellaneous substrates		
http://bioregistry.io/reactome:R-HSA-211979	Eicosanoids		
http://bioregistry.io/reactome:R-HSA-211976	Endogenous sterols	http://bioregistry.io/reactome:R-HSA-211994;	http://bioregistry.io/reactome:R-HSA-211994;
http://bioregistry.io/reactome:R-HSA-211981	Xenobiotics	http://bioregistry.io/reactome:R-HSA-211999;http://bioregistry.io/reactome:R-HSA-211957;	http://bioregistry.io/reactome:R-HSA-211999;http://bioregistry.io/reactome:R-HSA-211957;
http://bioregistry.io/reactome:R-HSA-211994	Sterols are 12-hydroxylated by CYP8B1		
http://bioregistry.io/reactome:R-HSA-211999	CYP2E1 reactions		
http://bioregistry.io/reactome:R-HSA-211916	Vitamins		
http://bioregistry.io/reactome:R-HSA-211935	Fatty acids		
http://bioregistry.io/reactome:R-HSA-211859	Biological oxidations	http://bioregistry.io/reactome:R-HSA-156580;http://bioregistry.io/reactome:R-HSA-5423646;http://bioregistry.io/reactome:R-HSA-211945;	http://bioregistry.io/reactome:R-HSA-8937144;http://bioregistry.io/reactome:R-HSA-141334;http://bioregistry.io/reactome:R-HSA-156590;http://bioregistry.io/reactome:R-HSA-177135;http://bioregistry.io/reactome:R-HSA-159424;http://bioregistry.io/reactome:R-HSA-211945;http://bioregistry.io/reactome:R-HSA-71384;http://bioregistry.io/reactome:R-HSA-140180;http://bioregistry.io/reactome:R-HSA-5423646;http://bioregistry.io/reactome:R-HSA-211981;http://bioregistry.io/reactome:R-HSA-141333;http://bioregistry.io/reactome:R-HSA-140179;http://bioregistry.io/reactome:R-HSA-156582;http://bioregistry.io/reactome:R-HSA-156581;http://bioregistry.io/reactome:R-HSA-156580;http://bioregistry.io/reactome:R-HSA-177162;http://bioregistry.io/reactome:R-HSA-211958;http://bioregistry.io/reactome:R-HSA-156584;http://bioregistry.io/reactome:R-HSA-211916;http://bioregistry.io/reactome:R-HSA-173599;http://bioregistry.io/reactome:R-HSA-211999;http://bioregistry.io/reactome:R-HSA-174403;http://bioregistry.io/reactome:R-HSA-211976;http://bioregistry.io/reactome:R-HSA-156588;http://bioregistry.io/reactome:R-HSA-211957;http://bioregistry.io/reactome:R-HSA-211935;http://bioregistry.io/reactome:R-HSA-211979;http://bioregistry.io/reactome:R-HSA-156587;http://bioregistry.io/reactome:R-HSA-177128;http://bioregistry.io/reactome:R-HSA-211994;http://bioregistry.io/reactome:R-HSA-211897;http://bioregistry.io/reactome:R-HSA-174362;http://bioregistry.io/reactome:R-HSA-217271;
http://bioregistry.io/reactome:R-HSA-211897	Cytochrome P450 - arranged by substrate type	http://bioregistry.io/reactome:R-HSA-211981;http://bioregistry.io/reactome:R-HSA-211958;http://bioregistry.io/reactome:R-HSA-211916;http://bioregistry.io/reactome:R-HSA-211976;http://bioregistry.io/reactome:R-HSA-211935;http://bioregistry.io/reactome:R-HSA-211979;	http://bioregistry.io/reactome:R-HSA-211994;http://bioregistry.io/reactome:R-HSA-211981;http://bioregistry.io/reactome:R-HSA-211958;http://bioregistry.io/reactome:R-HSA-211916;http://bioregistry.io/reactome:R-HSA-211999;http://bioregistry.io/reactome:R-HSA-211976;http://bioregistry.io/reactome:R-HSA-211957;http://bioregistry.io/reactome:R-HSA-211935;http://bioregistry.io/reactome:R-HSA-211979;
http://bioregistry.io/reactome:R-HSA-211163	AKT-mediated inactivation of FOXO1A		
panther:_GABA_B_receptor_II_pathway_s88_sa68_	GABA-B receptor II pathway		
http://bioregistry.io/reactome:R-HSA-211000	Gene Silencing by RNA	http://bioregistry.io/reactome:R-HSA-203927;http://bioregistry.io/reactome:R-HSA-426486;http://bioregistry.io/reactome:R-HSA-426496;http://bioregistry.io/reactome:R-HSA-5578749;http://bioregistry.io/reactome:R-HSA-9708296;http://bioregistry.io/reactome:R-HSA-5601884;	http://bioregistry.io/reactome:R-HSA-426486;http://bioregistry.io/reactome:R-HSA-203927;http://bioregistry.io/reactome:R-HSA-426496;http://bioregistry.io/reactome:R-HSA-5578749;http://bioregistry.io/reactome:R-HSA-9708296;http://bioregistry.io/reactome:R-HSA-5601884;
http://bioregistry.io/reactome:R-HSA-212718	EGFR interacts with phospholipase C-gamma		
http://bioregistry.io/reactome:R-HSA-212165	Epigenetic regulation of gene expression	http://bioregistry.io/reactome:R-HSA-9772755;http://bioregistry.io/reactome:R-HSA-5250941;http://bioregistry.io/reactome:R-HSA-212300;http://bioregistry.io/reactome:R-HSA-5221030;http://bioregistry.io/reactome:R-HSA-5334118;http://bioregistry.io/reactome:R-HSA-5250913;	http://bioregistry.io/reactome:R-HSA-427359;http://bioregistry.io/reactome:R-HSA-9772755;http://bioregistry.io/reactome:R-HSA-5250941;http://bioregistry.io/reactome:R-HSA-212300;http://bioregistry.io/reactome:R-HSA-5221030;http://bioregistry.io/reactome:R-HSA-427389;http://bioregistry.io/reactome:R-HSA-5334118;http://bioregistry.io/reactome:R-HSA-5250913;http://bioregistry.io/reactome:R-HSA-5250924;http://bioregistry.io/reactome:R-HSA-427413;
http://bioregistry.io/reactome:R-HSA-212676	Dopamine Neurotransmitter Release Cycle		
http://bioregistry.io/reactome:R-HSA-212436	Generic Transcription Pathway	http://bioregistry.io/reactome:R-HSA-350054;http://bioregistry.io/reactome:R-HSA-8878166;http://bioregistry.io/reactome:R-HSA-2173793;http://bioregistry.io/reactome:R-HSA-3700989;http://bioregistry.io/reactome:R-HSA-8853884;http://bioregistry.io/reactome:R-HSA-8878171;http://bioregistry.io/reactome:R-HSA-8878159;http://bioregistry.io/reactome:R-HSA-2032785;http://bioregistry.io/reactome:R-HSA-9614085;http://bioregistry.io/reactome:R-HSA-383280;http://bioregistry.io/reactome:R-HSA-8864260;http://bioregistry.io/reactome:R-HSA-8953750;http://bioregistry.io/reactome:R-HSA-8986944;http://bioregistry.io/reactome:R-HSA-9634815;	http://bioregistry.io/reactome:R-HSA-8939247;http://bioregistry.io/reactome:R-HSA-2173793;http://bioregistry.io/reactome:R-HSA-3700989;http://bioregistry.io/reactome:R-HSA-5628897;http://bioregistry.io/reactome:R-HSA-8878166;http://bioregistry.io/reactome:R-HSA-8941326;http://bioregistry.io/reactome:R-HSA-2173796;http://bioregistry.io/reactome:R-HSA-8934593;http://bioregistry.io/reactome:R-HSA-2173795;http://bioregistry.io/reactome:R-HSA-9614657;http://bioregistry.io/reactome:R-HSA-8939243;http://bioregistry.io/reactome:R-HSA-8939245;http://bioregistry.io/reactome:R-HSA-8939246;http://bioregistry.io/reactome:R-HSA-8941284;http://bioregistry.io/reactome:R-HSA-8935964;http://bioregistry.io/reactome:R-HSA-8936459;http://bioregistry.io/reactome:R-HSA-383280;http://bioregistry.io/reactome:R-HSA-6796648;http://bioregistry.io/reactome:R-HSA-6803211;http://bioregistry.io/reactome:R-HSA-6806003;http://bioregistry.io/reactome:R-HSA-5633007;http://bioregistry.io/reactome:R-HSA-5633008;http://bioregistry.io/reactome:R-HSA-9022707;http://bioregistry.io/reactome:R-HSA-350054;http://bioregistry.io/reactome:R-HSA-8941332;http://bioregistry.io/reactome:R-HSA-8941333;http://bioregistry.io/reactome:R-HSA-9022702;http://bioregistry.io/reactome:R-HSA-8939256;http://bioregistry.io/reactome:R-HSA-9615017;http://bioregistry.io/reactome:R-HSA-8878171;http://bioregistry.io/reactome:R-HSA-8951936;http://bioregistry.io/reactome:R-HSA-6811555;http://bioregistry.io/reactome:R-HSA-9614085;http://bioregistry.io/reactome:R-HSA-6791312;http://bioregistry.io/reactome:R-HSA-6804754;http://bioregistry.io/reactome:R-HSA-6804116;http://bioregistry.io/reactome:R-HSA-6804114;http://bioregistry.io/reactome:R-HSA-6804115;http://bioregistry.io/reactome:R-HSA-8864260;http://bioregistry.io/reactome:R-HSA-8953750;http://bioregistry.io/reactome:R-HSA-9768759;http://bioregistry.io/reactome:R-HSA-6804758;http://bioregistry.io/reactome:R-HSA-6804759;http://bioregistry.io/reactome:R-HSA-8941858;http://bioregistry.io/reactome:R-HSA-9768919;http://bioregistry.io/reactome:R-HSA-6804756;http://bioregistry.io/reactome:R-HSA-8941855;http://bioregistry.io/reactome:R-HSA-6804757;http://bioregistry.io/reactome:R-HSA-8941856;http://bioregistry.io/reactome:R-HSA-8940973;http://bioregistry.io/reactome:R-HSA-8877330;http://bioregistry.io/reactome:R-HSA-8853884;http://bioregistry.io/reactome:R-HSA-9614399;http://bioregistry.io/reactome:R-HSA-9022699;http://bioregistry.io/reactome:R-HSA-2032785;http://bioregistry.io/reactome:R-HSA-8939902;http://bioregistry.io/reactome:R-HSA-8931987;http://bioregistry.io/reactome:R-HSA-8952158;http://bioregistry.io/reactome:R-HSA-9022692;http://bioregistry.io/reactome:R-HSA-8866910;http://bioregistry.io/reactome:R-HSA-6804760;http://bioregistry.io/reactome:R-HSA-8866911;http://bioregistry.io/reactome:R-HSA-9617629;http://bioregistry.io/reactome:R-HSA-9617828;http://bioregistry.io/reactome:R-HSA-9022927;http://bioregistry.io/reactome:R-HSA-8939236;http://bioregistry.io/reactome:R-HSA-9768778;http://bioregistry.io/reactome:R-HSA-9768777;http://bioregistry.io/reactome:R-HSA-8866904;http://bioregistry.io/reactome:R-HSA-8866906;http://bioregistry.io/reactome:R-HSA-8878159;http://bioregistry.io/reactome:R-HSA-8866907;http://bioregistry.io/reactome:R-HSA-8951911;http://bioregistry.io/reactome:R-HSA-6803204;http://bioregistry.io/reactome:R-HSA-8949275;http://bioregistry.io/reactome:R-HSA-8951671;http://bioregistry.io/reactome:R-HSA-8951430;http://bioregistry.io/reactome:R-HSA-8986944;http://bioregistry.io/reactome:R-HSA-8939242;http://bioregistry.io/reactome:R-HSA-6803205;http://bioregistry.io/reactome:R-HSA-8869496;http://bioregistry.io/reactome:R-HSA-9634815;http://bioregistry.io/reactome:R-HSA-6803207;
http://bioregistry.io/reactome:R-HSA-212300	PRC2 methylates histones and DNA		
biofactoid:e6a15576-6ad0-4faf-a550-9a365b6977e5	MARK2 phosphorylates eIF2α in response to proteotoxic stress.		
inoh:id1518559620_PKA_activation_signaling	PKA activation signaling ( GPCR Dopamine D1like receptor signaling pathway )		
inoh:id1600856027_Heterotrimeric_GPCR_signaling_pathway__through_Adenosine_G_alpha_s_	Heterotrimeric GPCR signaling pathway (through Adenosine G alpha s) ( GPCR Adenosine A2A receptor signaling pathway )		inoh:id2042401963_B_Raf_activation_signaling;inoh:id1189509813_G_alpha_s_GDP_GTP_exchange_signaling;inoh:id1360720035_ERK_cascade;inoh:id89642215_Rap1_activation_signaling__through_cAMP__PKA__Cbl_and_C3G_;inoh:id387636177_PKA_activation_signaling;
biofactoid:7606f453-9901-4171-8893-785f8d84648c	The Role of miR-217-5p in the Puromycin Aminonucleoside-Induced Morphological Change of Podocytes.		
inoh:id1866475517__2_Acetyl_CoA___CoA___Acetoacetyl_CoA	2 Acetyl-CoA = CoA + Acetoacetyl-CoA ( Tryptophan degradation )		
http://bioregistry.io/reactome:R-HSA-216083	Integrin cell surface interactions		
http://bioregistry.io/reactome:R-HSA-927802	Nonsense-Mediated Decay (NMD)	http://bioregistry.io/reactome:R-HSA-975957;http://bioregistry.io/reactome:R-HSA-975956;	http://bioregistry.io/reactome:R-HSA-975957;http://bioregistry.io/reactome:R-HSA-975956;
biofactoid:aa5d508d-8475-4ca8-ba9e-21b5474e9d92	RSK/GSK3-mediated phosphorylation of FilGAP regulates chemotactic cancer invasion.		
http://bioregistry.io/reactome:R-HSA-217271	FMO oxidises nucleophiles		
inoh:id1203444867_Stabilization_and_accumulation_of_cytoplasmic_beta_catenin__Xenopus_	Stabilization and accumulation of cytoplasmic beta-catenin (Xenopus) ( Xenopus axis formation Wnt signaling pathway Diagram )		
inoh:id646454561_D_Mannose_6_phosphate___D_Fructose_6_phosphate	D-Mannose 6-phosphate = D-Fructose 6-phosphate ( Aminosugars metabolism )		
biofactoid:d70e862b-90da-4994-b568-2cb060ffd4f6	Hsp70 Interacts with Mitogen-Activated Protein Kinase (MAPK)-Activated Protein Kinase 2 To Regulate p38MAPK Stability and Myoblast Differentiation during Skeletal Muscle Regeneration.		
inoh:id632535074_Deoxy_guanosine___Orthophosphate___2_Deoxy_D_ribose_1_phosphate___Guanine	Deoxy-guanosine + Orthophosphate = 2-Deoxy-D-ribose 1-phosphate + Guanine ( Purine nucleotides and Nucleosides metabolism )		
biofactoid:491040ab-1768-49d7-b750-d4eba8797fae	Suppression of caspase 8 activity by a coronin 1-PI3Kδ pathway promotes T cell survival independently of TCR and IL-7 signaling.		
panther:_GPCR_endocytosis_s35_a41_	GPCR endocytosis		
biofactoid:3400e8c4-d187-4644-bf1e-b7041a21a3b4	Srebf1 Controls Midbrain Dopaminergic Neurogenesis.		
biofactoid:d3e4ad17-e9bf-4795-8442-2e3bba86b997	ULK1 promotes mitophagy via phosphorylation and stabilization of BNIP3.		
http://bioregistry.io/reactome:R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling		
inoh:id1094289941_Expression_of_cecropin_by_Relish	Expression of cecropin by Relish ( Drosophila IMD pathway )		
biofactoid:84f8d57b-30c3-417d-9506-d460ac2861eb	An autophagy-related protein Becn2 regulates cocaine reward behaviors in the dopaminergic system.		
http://bioregistry.io/reactome:R-HSA-9750126	Drug-induced formation of DNA interstrand crosslinks		
biofactoid:f762d35f-5e00-41f0-9949-97f04a31bd88	Tip60-mediated lipin 1 acetylation and ER translocation determine triacylglycerol synthesis rate.		
inoh:id208242008_development_of_wing_blade	development of wing blade ( BMP signaling in Drosophila )		
inoh:id506571267__S__3_Hydroxy_2_methyl_propanoyl_CoA___2_Methylprop_2_enoyl_CoA___H2O	(S)-3-Hydroxy-2-methyl-propanoyl-CoA = 2-Methylprop-2-enoyl-CoA + H2O ( Valine,Leucine and Isoleucine degradation )		
inoh:id1892908715_Caspase8_activation_signaling	Caspase8 activation signaling ( TNFR1 signaling pathway )		
http://bioregistry.io/reactome:R-HSA-1912408	Pre-NOTCH Transcription and Translation		
http://bioregistry.io/reactome:R-HSA-1912420	Pre-NOTCH Processing in Golgi		
http://bioregistry.io/reactome:R-HSA-1912422	Pre-NOTCH Expression and Processing	http://bioregistry.io/reactome:R-HSA-1912408;http://bioregistry.io/reactome:R-HSA-1912420;http://bioregistry.io/reactome:R-HSA-1912399;	http://bioregistry.io/reactome:R-HSA-1912408;http://bioregistry.io/reactome:R-HSA-1912420;http://bioregistry.io/reactome:R-HSA-1912399;
